ID,Name,TWA,TWA New Level
434,Unrestricted Upload of File with Dangerous Type,Extrinsic-M or Extrinsic-U,Medium
435,Improper Interaction Between Multiple Correctly-Behaving Entities,Extrinsic-I,??
436,Interpretation Conflict,Extrinsic-I,??
437,Incomplete Model of Endpoint Features,Extrinsic-I,??
439,Behavioral Change in New Version or Environment,??,??
440,Expected Behavior Violation,??,??
441,Unintended Proxy or Intermediary ('Confused Deputy'),Extrinsic-M or Extrinsic-U,??
443,DEPRECATED (Duplicate): HTTP response splitting,??,??
444,Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling'),Extrinsic-M or Extrinsic-U,??
446,UI Discrepancy for Security Feature,??,??
447,Unimplemented or Unsupported Feature in UI,??,??
448,Obsolete Feature in UI,??,??
449,The UI Performs the Wrong Action,??,??
450,Multiple Interpretations of UI Input,??,??
451,User Interface (UI) Misrepresentation of Critical Information,Extrinsic-M or Extrinsic-U,??
453,Insecure Default Variable Initialization,Extrinsic-I,??
454,External Initialization of Trusted Variables or Data Stores,Extrinsic-I,??
455,Non-exit on Failed Initialization,Extrinsic-I,??
456,Missing Initialization of a Variable,Extrinsic-I,??
457,Use of Uninitialized Variable,"Extrinsic-I,Extrinsic-A or Extrinsic-O",Low
458,DEPRECATED: Incorrect Initialization,??,??
459,Incomplete Cleanup,"Extrinsic-C,Extrinsic-I",??
460,Improper Cleanup on Thrown Exception,??,??
462,Duplicate Key in Associative List (Alist),??,??
463,Deletion of Data Structure Sentinel,Extrinsic-A or Extrinsic-O,??
464,Addition of Data Structure Sentinel,Extrinsic-I,Low
466,Return of Pointer Value Outside of Expected Range,"Extrinsic-C,Extrinsic-I",??
467,Use of sizeof() on a Pointer Type,"Extrinsic-C,Extrinsic-I",Low
468,Incorrect Pointer Scaling,"Extrinsic-C,Extrinsic-I",Medium
469,Use of Pointer Subtraction to Determine Size,Extrinsic-M or Extrinsic-U,Medium
470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),Extrinsic-M or Extrinsic-U,??
471,Modification of Assumed-Immutable Data (MAID),Extrinsic-I,??
472,External Control of Assumed-Immutable Web Parameter,Extrinsic-I,??
473,PHP External Variable Modification,Extrinsic-I,??
474,Use of Function with Inconsistent Implementations,??,??
475,Undefined Behavior for Input to API,??,??
476,NULL Pointer Dereference,Extrinsic-M or Extrinsic-U,Medium
477,Use of Obsolete Function,??,??
478,Missing Default Case in Switch Statement,Extrinsic-I,??
479,Signal Handler Use of a Non-reentrant Function,Extrinsic-M or Extrinsic-U,High
480,Use of Incorrect Operator,??,??
481,Assigning instead of Comparing,??,??
482,Comparing instead of Assigning,"Extrinsic-I,Extrinsic-A or Extrinsic-O",High
483,Incorrect Block Delimitation,Extrinsic-M or Extrinsic-U,High
484,Omitted Break Statement in Switch,??,??
486,Comparison of Classes by Name,Extrinsic-M or Extrinsic-U,Low
487,Reliance on Package-level Scope,"Extrinsic-C,Extrinsic-I",Medium
488,Exposure of Data Element to Wrong Session,Extrinsic-C,??
489,Active Debug Code,Extrinsic-M or Extrinsic-U,??
491,Public cloneable() Method Without Final ('Object Hijack'),Extrinsic-I,??
492,Use of Inner Class Containing Sensitive Data,Extrinsic-C,Medium
493,Critical Public Variable Without Final Modifier,"Extrinsic-C,Extrinsic-I",Low
494,Download of Code Without Integrity Check,Extrinsic-M or Extrinsic-U,Medium
495,Private Data Structure Returned From A Public Method,Extrinsic-I,??
496,Public Data Assigned to Private Array-Typed Field,Extrinsic-I,??
497,Exposure of Sensitive System Information to an Unauthorized Control Sphere,Extrinsic-C,??
498,Cloneable Class Containing Sensitive Information,Extrinsic-M or Extrinsic-U,Medium
499,Serializable Class Containing Sensitive Data,Extrinsic-C,Low
500,Public Static Field Not Marked Final,"Extrinsic-C,Extrinsic-I",Low
501,Trust Boundary Violation,Extrinsic-M or Extrinsic-U,??
502,Deserialization of Untrusted Data,"Extrinsic-I,Extrinsic-A or Extrinsic-O",Medium
506,Embedded Malicious Code,Extrinsic-M or Extrinsic-U,??
507,Trojan Horse,Extrinsic-M or Extrinsic-U,??
508,Non-Replicating Malicious Code,Extrinsic-M or Extrinsic-U,??
509,Replicating Malicious Code (Virus or Worm),Extrinsic-M or Extrinsic-U,??
510,Trapdoor,Extrinsic-M or Extrinsic-U,??
511,Logic/Time Bomb,Extrinsic-I,??
512,Spyware,Extrinsic-C,??
514,Covert Channel,Extrinsic-M or Extrinsic-U,??
515,Covert Storage Channel,"Extrinsic-C,Extrinsic-I",Low
516,DEPRECATED (Duplicate): Covert Timing Channel,??,??
520,.NET Misconfiguration: Use of Impersonation,Extrinsic-M or Extrinsic-U,??
521,Weak Password Requirements,Extrinsic-M or Extrinsic-U,??
522,Insufficiently Protected Credentials,Extrinsic-M or Extrinsic-U,??
523,Unprotected Transport of Credentials,Extrinsic-M or Extrinsic-U,??
524,Use of Cache Containing Sensitive Information,Extrinsic-C,??
525,Use of Web Browser Cache Containing Sensitive Information,Extrinsic-C,??
526,Exposure of Sensitive Information Through Environmental Variables,Extrinsic-C,??
527,Exposure of Version-Control Repository to an Unauthorized Control Sphere,Extrinsic-C,??
528,Exposure of Core Dump File to an Unauthorized Control Sphere,Extrinsic-C,??
529,Exposure of Access Control List Files to an Unauthorized Control Sphere,Extrinsic-M or Extrinsic-U,??
530,Exposure of Backup File to an Unauthorized Control Sphere,Extrinsic-C,??
531,Inclusion of Sensitive Information in Test Code,Extrinsic-C,??
532,Insertion of Sensitive Information into Log File,Extrinsic-C,Medium
533,DEPRECATED: Information Exposure Through Server Log Files,??,??
534,DEPRECATED: Information Exposure Through Debug Log Files,??,??
535,Exposure of Information Through Shell Error Message,Extrinsic-C,??
536,Servlet Runtime Error Message Containing Sensitive Information,Extrinsic-C,??
537,Java Runtime Error Message Containing Sensitive Information,Extrinsic-C,??
538,Insertion of Sensitive Information into Externally-Accessible File or Directory,Extrinsic-C,??
539,Use of Persistent Cookies Containing Sensitive Information,Extrinsic-C,??
540,Inclusion of Sensitive Information in Source Code,Extrinsic-C,??
541,Inclusion of Sensitive Information in an Include File,Extrinsic-C,??
542,DEPRECATED: Information Exposure Through Cleanup Log Files,??,??
543,Use of Singleton Pattern Without Synchronization in a Multithreaded Context,Extrinsic-I,??
544,Missing Standardized Error Handling Mechanism,Extrinsic-I,??
545,DEPRECATED: Use of Dynamic Class Loading,??,??
546,Suspicious Comment,??,??
547,"Use of Hard-coded, Security-relevant Constants",??,??
548,Exposure of Information Through Directory Listing,Extrinsic-C,??
549,Missing Password Field Masking,Extrinsic-M or Extrinsic-U,??
550,Server-generated Error Message Containing Sensitive Information,Extrinsic-C,??
551,Incorrect Behavior Order: Authorization Before Parsing and Canonicalization,Extrinsic-M or Extrinsic-U,??
552,Files or Directories Accessible to External Parties,"Extrinsic-C,Extrinsic-I",??
553,Command Shell in Externally Accessible Directory,Extrinsic-M or Extrinsic-U,??
554,ASP.NET Misconfiguration: Not Using Input Validation Framework,Extrinsic-I,??
555,J2EE Misconfiguration: Plaintext Password in Configuration File,Extrinsic-M or Extrinsic-U,??
556,ASP.NET Misconfiguration: Use of Identity Impersonation,Extrinsic-M or Extrinsic-U,??
558,Use of getlogin() in Multithreaded Application,Extrinsic-M or Extrinsic-U,??
560,Use of umask() with chmod-style Argument,Extrinsic-M or Extrinsic-U,??
561,Dead Code,??,??
562,Return of Stack Variable Address,Extrinsic-M or Extrinsic-U,??
563,Assignment to Variable without Use,??,??
564,SQL Injection: Hibernate,Extrinsic-QI,??
565,Reliance on Cookies without Validation and Integrity Checking,Extrinsic-M or Extrinsic-U,??
566,Authorization Bypass Through User-Controlled SQL Primary Key,Extrinsic-M or Extrinsic-U,??
567,Unsynchronized Access to Shared Data in a Multithreaded Context,Extrinsic-M or Extrinsic-U,??
568,finalize() Method Without super.finalize(),??,??
570,Expression is Always False,??,??
571,Expression is Always True,??,??
572,Call to Thread run() instead of start(),??,??
573,Improper Following of Specification by Caller,??,??
574,EJB Bad Practices: Use of Synchronization Primitives,??,??
575,EJB Bad Practices: Use of AWT Swing,??,??
576,EJB Bad Practices: Use of Java I/O,??,??
577,EJB Bad Practices: Use of Sockets,??,??
578,EJB Bad Practices: Use of Class Loader,Extrinsic-M or Extrinsic-U,??
579,J2EE Bad Practices: Non-serializable Object Stored in Session,??,??
580,clone() Method Without super.clone(),Extrinsic-I,??
581,Object Model Violation: Just One of Equals and Hashcode Defined,Extrinsic-I,??
582,"Array Declared Public, Final, and Static",Extrinsic-I,??
583,finalize() Method Declared Public,Extrinsic-M or Extrinsic-U,??
584,Return Inside Finally Block,??,??
585,Empty Synchronized Block,??,??
586,Explicit Call to Finalize(),Extrinsic-I,??
587,Assignment of a Fixed Address to a Pointer,Extrinsic-M or Extrinsic-U,??
588,Attempt to Access Child of a Non-structure Pointer,"Extrinsic-I,Extrinsic-A or Extrinsic-O",??
589,Call to Non-ubiquitous API,??,??
590,Free of Memory not on the Heap,Extrinsic-M or Extrinsic-U,??
591,Sensitive Data Storage in Improperly Locked Memory,Extrinsic-C,??
592,DEPRECATED: Authentication Bypass Issues,??,??
593,Authentication Bypass: OpenSSL CTX Object Modified after SSL Objects are Created,Extrinsic-M or Extrinsic-U,??
594,J2EE Framework: Saving Unserializable Objects to Disk,"Extrinsic-I,Extrinsic-A or Extrinsic-O",??
595,Comparison of Object References Instead of Object Contents,??,??
596,DEPRECATED: Incorrect Semantic Object Comparison,??,??
597,Use of Wrong Operator in String Comparison,??,??
598,Use of GET Request Method With Sensitive Query Strings,Extrinsic-C,??
599,Missing Validation of OpenSSL Certificate,Extrinsic-M or Extrinsic-U,??
600,Uncaught Exception in Servlet ,"Extrinsic-C,Extrinsic-A or Extrinsic-O",??
601,URL Redirection to Untrusted Site ('Open Redirect'),Extrinsic-M or Extrinsic-U,High
602,Client-Side Enforcement of Server-Side Security,Extrinsic-M or Extrinsic-U,Medium
603,Use of Client-Side Authentication,Extrinsic-M or Extrinsic-U,??
605,Multiple Binds to the Same Port,"Extrinsic-C,Extrinsic-I",??
606,Unchecked Input for Loop Condition,Extrinsic-A or Extrinsic-O,??
607,Public Static Final Field References Mutable Object,Extrinsic-I,??
608,Struts: Non-private Field in ActionForm Class,"Extrinsic-C,Extrinsic-I",??
609,Double-Checked Locking,Extrinsic-I,??
610,Externally Controlled Reference to a Resource in Another Sphere,"Extrinsic-C,Extrinsic-I",??
611,Improper Restriction of XML External Entity Reference,Extrinsic-M or Extrinsic-U,??
612,Improper Authorization of Index Containing Sensitive Information,Extrinsic-C,??
613,Insufficient Session Expiration,Extrinsic-M or Extrinsic-U,??
614,Sensitive Cookie in HTTPS Session Without 'Secure' Attribute,Extrinsic-C,??
615,Inclusion of Sensitive Information in Source Code Comments,Extrinsic-C,??
616,Incomplete Identification of Uploaded File Variables (PHP),"Extrinsic-C,Extrinsic-I",??
617,Reachable Assertion,Extrinsic-A or Extrinsic-O,??
618,Exposed Unsafe ActiveX Method,??,??
619,Dangling Database Cursor ('Cursor Injection'),"Extrinsic-C,Extrinsic-I",??
620,Unverified Password Change,Extrinsic-M or Extrinsic-U,??
621,Variable Extraction Error,Extrinsic-I,??
622,Improper Validation of Function Hook Arguments,Extrinsic-I,??
623,Unsafe ActiveX Control Marked Safe For Scripting,Extrinsic-M or Extrinsic-U,??
624,Executable Regular Expression Error,Extrinsic-M or Extrinsic-U,??
625,Permissive Regular Expression,Extrinsic-M or Extrinsic-U,??
626,Null Byte Interaction Error (Poison Null Byte),Extrinsic-I,??
627,Dynamic Variable Evaluation,Extrinsic-M or Extrinsic-U,??
628,Function Call with Incorrectly Specified Arguments,Extrinsic-M or Extrinsic-U,??
636,Not Failing Securely ('Failing Open'),Extrinsic-M or Extrinsic-U,??
637,Unnecessary Complexity in Protection Mechanism (Not Using 'Economy of Mechanism'),??,??
638,Not Using Complete Mediation,Extrinsic-M or Extrinsic-U,??
639,Authorization Bypass Through User-Controlled Key,Extrinsic-M or Extrinsic-U,Low
640,Weak Password Recovery Mechanism for Forgotten Password,Extrinsic-M or Extrinsic-U,Low
641,Improper Restriction of Names for Files and Other Resources,Extrinsic-M or Extrinsic-U,High
642,External Control of Critical State Data,Extrinsic-M or Extrinsic-U,Low
643,Improper Neutralization of Data within XPath Expressions ('XPath Injection'),Extrinsic-M or Extrinsic-U,Low
644,Improper Neutralization of HTTP Headers for Scripting Syntax,Extrinsic-M or Extrinsic-U,Low
645,Overly Restrictive Account Lockout Mechanism,Extrinsic-A or Extrinsic-O,Low
646,Reliance on File Name or Extension of Externally-Supplied File,Extrinsic-M or Extrinsic-U,Low
647,Use of Non-Canonical URL Paths for Authorization Decisions,Extrinsic-M or Extrinsic-U,Low
648,Incorrect Use of Privileged APIs,Extrinsic-M or Extrinsic-U,High
649,Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking,Extrinsic-I,Low
650,Trusting HTTP Permission Methods on the Server Side,Extrinsic-M or Extrinsic-U,Low
651,Exposure of WSDL File Containing Sensitive Information,Extrinsic-C,??
652,Improper Neutralization of Data within XQuery Expressions ('XQuery Injection'),Extrinsic-QI,Low
653,Insufficient Compartmentalization,Extrinsic-M or Extrinsic-U,??
654,Reliance on a Single Factor in a Security Decision,Extrinsic-M or Extrinsic-U,??
655,Insufficient Psychological Acceptability,Extrinsic-M or Extrinsic-U,??
656,Reliance on Security Through Obscurity,Extrinsic-M or Extrinsic-U,??
657,Violation of Secure Design Principles,??,??
662,Improper Synchronization,"Extrinsic-C,Extrinsic-I",??
663,Use of a Non-reentrant Function in a Concurrent Context,"Extrinsic-C,Extrinsic-I",??
664,Improper Control of a Resource Through its Lifetime,??,??
665,Improper Initialization,Extrinsic-M or Extrinsic-U,Medium
666,Operation on Resource in Wrong Phase of Lifetime,??,??
667,Improper Locking,Extrinsic-A or Extrinsic-O,??
668,Exposure of Resource to Wrong Sphere,"Extrinsic-C,Extrinsic-I",??
669,Incorrect Resource Transfer Between Spheres,"Extrinsic-C,Extrinsic-I",??
670,Always-Incorrect Control Flow Implementation,??,??
671,Lack of Administrator Control over Security,??,??
672,Operation on a Resource after Expiration or Release,Extrinsic-M or Extrinsic-U,??
673,External Influence of Sphere Definition,??,??
674,Uncontrolled Recursion,"Extrinsic-C,Extrinsic-A or Extrinsic-O",??
675,Duplicate Operations on Resource,??,??
676,Use of Potentially Dangerous Function,??,??
680,Integer Overflow to Buffer Overflow,Extrinsic-M or Extrinsic-U,??
681,Incorrect Conversion between Numeric Types,Extrinsic-I,Low
682,Incorrect Calculation,Extrinsic-M or Extrinsic-U,Low
683,Function Call With Incorrect Order of Arguments,??,??
684,Incorrect Provision of Specified Functionality,??,??
685,Function Call With Incorrect Number of Arguments,??,??
686,Function Call With Incorrect Argument Type,??,??
687,Function Call With Incorrectly Specified Argument Value,??,??
688,Function Call With Incorrect Variable or Reference as Argument,??,??
689,Permission Race Condition During Resource Copy,"Extrinsic-C,Extrinsic-I",??
690,Unchecked Return Value to NULL Pointer Dereference,Extrinsic-M or Extrinsic-U,??
691,Insufficient Control Flow Management,??,??
692,Incomplete Denylist to Cross-Site Scripting,Extrinsic-XS,??
693,Protection Mechanism Failure,Extrinsic-M or Extrinsic-U,??
694,Use of Multiple Resources with Duplicate Identifier,Extrinsic-M or Extrinsic-U,??
695,Use of Low-Level Functionality,??,??
696,Incorrect Behavior Order,Extrinsic-I,??
697,Incorrect Comparison,??,??
698,Execution After Redirect (EAR),Extrinsic-M or Extrinsic-U,??
703,Improper Check or Handling of Exceptional Conditions,Extrinsic-M or Extrinsic-U,??
704,Incorrect Type Conversion or Cast,??,??
705,Incorrect Control Flow Scoping,??,??
706,Use of Incorrectly-Resolved Name or Reference,"Extrinsic-C,Extrinsic-I",??
707,Improper Neutralization,??,??
708,Incorrect Ownership Assignment,"Extrinsic-C,Extrinsic-I",??
710,Improper Adherence to Coding Standards,??,??
732,Incorrect Permission Assignment for Critical Resource,Extrinsic-M or Extrinsic-U,Low
733,Compiler Optimization Removal or Modification of Security-critical Code,Extrinsic-M or Extrinsic-U,??
749,Exposed Dangerous Method or Function,Extrinsic-M or Extrinsic-U,High
754,Improper Check for Unusual or Exceptional Conditions,"Extrinsic-I,Extrinsic-A or Extrinsic-O",Medium
755,Improper Handling of Exceptional Conditions,??,??
756,Missing Custom Error Page,Extrinsic-C,??
757,Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade'),Extrinsic-M or Extrinsic-U,??
758,"Reliance on Undefined, Unspecified, or Implementation-Defined Behavior",??,??
759,Use of a One-Way Hash without a Salt,Extrinsic-M or Extrinsic-U,??
760,Use of a One-Way Hash with a Predictable Salt,Extrinsic-M or Extrinsic-U,??
761,Free of Pointer not at Start of Buffer,Extrinsic-M or Extrinsic-U,??
762,Mismatched Memory Management Routines,Extrinsic-M or Extrinsic-U,High
763,Release of Invalid Pointer or Reference,Extrinsic-M or Extrinsic-U,??
764,Multiple Locks of a Critical Resource,"Extrinsic-I,Extrinsic-A or Extrinsic-O",??
765,Multiple Unlocks of a Critical Resource,"Extrinsic-I,Extrinsic-A or Extrinsic-O",??
766,Critical Data Element Declared Public,"Extrinsic-C,Extrinsic-I",??
767,Access to Critical Private Variable via Public Method,Extrinsic-I,??
768,Incorrect Short Circuit Evaluation,Extrinsic-M or Extrinsic-U,High
769,DEPRECATED: Uncontrolled File Descriptor Consumption,??,??
770,Allocation of Resources Without Limits or Throttling,Extrinsic-A or Extrinsic-O,Low
771,Missing Reference to Active Allocated Resource,Extrinsic-A or Extrinsic-O,Medium
772,Missing Release of Resource after Effective Lifetime,Extrinsic-A or Extrinsic-O,Low
773,Missing Reference to Active File Descriptor or Handle,Extrinsic-A or Extrinsic-O,??
774,Allocation of File Descriptors or Handles Without Limits or Throttling,Extrinsic-A or Extrinsic-O,High
775,Missing Release of File Descriptor or Handle after Effective Lifetime,Extrinsic-A or Extrinsic-O,??
776,Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),Extrinsic-A or Extrinsic-O,Medium
777,Regular Expression without Anchors,Extrinsic-M or Extrinsic-U,Medium
778,Insufficient Logging,??,??
779,Logging of Excessive Data,Extrinsic-A or Extrinsic-O,High
780,Use of RSA Algorithm without OAEP,Extrinsic-M or Extrinsic-U,Medium
781,Improper Address Validation in IOCTL with METHOD_NEITHER I/O Control Code,Extrinsic-M or Extrinsic-U,??
782,Exposed IOCTL with Insufficient Access Control,Extrinsic-M or Extrinsic-U,??
783,Operator Precedence Logic Error,Extrinsic-M or Extrinsic-U,High
784,Reliance on Cookies without Validation and Integrity Checking in a Security Decision,Extrinsic-M or Extrinsic-U,Low
785,Use of Path Manipulation Function without Maximum-sized Buffer,Extrinsic-M or Extrinsic-U,??
786,Access of Memory Location Before Start of Buffer,Extrinsic-M or Extrinsic-U,??
787,Out-of-bounds Write,"Extrinsic-I,Extrinsic-A or Extrinsic-O",Low
788,Access of Memory Location After End of Buffer,Extrinsic-M or Extrinsic-U,??
789,Memory Allocation with Excessive Size Value,Extrinsic-A or Extrinsic-O,??
790,Improper Filtering of Special Elements,Extrinsic-I,??
791,Incomplete Filtering of Special Elements,Extrinsic-I,??
792,Incomplete Filtering of One or More Instances of Special Elements,Extrinsic-I,??
793,Only Filtering One Instance of a Special Element,Extrinsic-I,??
794,Incomplete Filtering of Multiple Instances of Special Elements,Extrinsic-I,??
795,Only Filtering Special Elements at a Specified Location,Extrinsic-I,??
796,Only Filtering Special Elements Relative to a Marker,Extrinsic-I,??
797,Only Filtering Special Elements at an Absolute Position,Extrinsic-I,??
798,Use of Hard-coded Credentials,Extrinsic-M or Extrinsic-U,Low
799,Improper Control of Interaction Frequency,Extrinsic-M or Extrinsic-U,??
804,Guessable CAPTCHA,Extrinsic-M or Extrinsic-U,??
805,Buffer Access with Incorrect Length Value,Extrinsic-M or Extrinsic-U,Low
806,Buffer Access Using Size of Source Buffer,Extrinsic-M or Extrinsic-U,??
807,Reliance on Untrusted Inputs in a Security Decision,Extrinsic-M or Extrinsic-U,Low
820,Missing Synchronization,"Extrinsic-C,Extrinsic-I",??
821,Incorrect Synchronization,"Extrinsic-C,Extrinsic-I",??
822,Untrusted Pointer Dereference,Extrinsic-M or Extrinsic-U,??
823,Use of Out-of-range Pointer Offset,Extrinsic-M or Extrinsic-U,??
824,Access of Uninitialized Pointer,Extrinsic-M or Extrinsic-U,??
825,Expired Pointer Dereference,Extrinsic-M or Extrinsic-U,??
826,Premature Release of Resource During Expected Lifetime,Extrinsic-M or Extrinsic-U,??
827,Improper Control of Document Type Definition,Extrinsic-M or Extrinsic-U,??
828,Signal Handler with Functionality that is not Asynchronous-Safe,Extrinsic-M or Extrinsic-U,??
829,Inclusion of Functionality from Untrusted Control Sphere,Extrinsic-M or Extrinsic-U,??
830,Inclusion of Web Functionality from an Untrusted Source,Extrinsic-M or Extrinsic-U,??
831,Signal Handler Function Associated with Multiple Signals,Extrinsic-M or Extrinsic-U,??
832,Unlock of a Resource that is not Locked,Extrinsic-M or Extrinsic-U,??
833,Deadlock,Extrinsic-A or Extrinsic-O,??
834,Excessive Iteration,Extrinsic-A or Extrinsic-O,??
835,Loop with Unreachable Exit Condition ('Infinite Loop'),Extrinsic-A or Extrinsic-O,??
836,Use of Password Hash Instead of Password for Authentication,Extrinsic-M or Extrinsic-U,??
837,"Improper Enforcement of a Single, Unique Action",??,??
838,Inappropriate Encoding for Output Context,Extrinsic-M or Extrinsic-U,??
839,Numeric Range Comparison Without Minimum Check,Extrinsic-M or Extrinsic-U,??
841,Improper Enforcement of Behavioral Workflow,??,??
842,Placement of User into Incorrect Group,Extrinsic-M or Extrinsic-U,??
843,Access of Resource Using Incompatible Type ('Type Confusion'),Extrinsic-M or Extrinsic-U,??
862,Missing Authorization,Extrinsic-M or Extrinsic-U,Low
863,Incorrect Authorization,Extrinsic-M or Extrinsic-U,Low
908,Use of Uninitialized Resource,"Extrinsic-C,Extrinsic-A or Extrinsic-O",Medium
909,Missing Initialization of Resource,"Extrinsic-C,Extrinsic-A or Extrinsic-O",Medium
910,Use of Expired File Descriptor,"Extrinsic-C,Extrinsic-A or Extrinsic-O",Medium
911,Improper Update of Reference Count,??,??
912,Hidden Functionality,Extrinsic-I,??
913,Improper Control of Dynamically-Managed Code Resources,Extrinsic-I,??
914,Improper Control of Dynamically-Identified Variables,Extrinsic-I,??
915,Improperly Controlled Modification of Dynamically-Determined Object Attributes,Extrinsic-I,??
916,Use of Password Hash With Insufficient Computational Effort,Extrinsic-M or Extrinsic-U,??
917,Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection'),Extrinsic-QI,??
918,Server-Side Request Forgery (SSRF),"Extrinsic-C,Extrinsic-I",??
920,Improper Restriction of Power Consumption,Extrinsic-A or Extrinsic-O,??
921,Storage of Sensitive Data in a Mechanism without Access Control,"Extrinsic-C,Extrinsic-I",??
922,Insecure Storage of Sensitive Information,"Extrinsic-C,Extrinsic-I",??
923,Improper Restriction of Communication Channel to Intended Endpoints,"Extrinsic-C,Extrinsic-I",??
924,Improper Enforcement of Message Integrity During Transmission in a Communication Channel,"Extrinsic-C,Extrinsic-I",??
925,Improper Verification of Intent by Broadcast Receiver,Extrinsic-I,??
926,Improper Export of Android Application Components,Extrinsic-M or Extrinsic-U,??
927,Use of Implicit Intent for Sensitive Communication,"Extrinsic-C,Extrinsic-I",??
939,Improper Authorization in Handler for Custom URL Scheme,??,??
940,Improper Verification of Source of a Communication Channel,Extrinsic-M or Extrinsic-U,??
941,Incorrectly Specified Destination in a Communication Channel,??,??
942,Permissive Cross-domain Policy with Untrusted Domains,Extrinsic-M or Extrinsic-U,??
943,Improper Neutralization of Special Elements in Data Query Logic,Extrinsic-QI,??
1004,Sensitive Cookie Without 'HttpOnly' Flag,"Extrinsic-C,Extrinsic-I",Medium
1007,Insufficient Visual Distinction of Homoglyphs Presented to User,"Extrinsic-C,Extrinsic-I",Medium
1021,Improper Restriction of Rendered UI Layers or Frames,Extrinsic-M or Extrinsic-U,??
1022,Use of Web Link to Untrusted Target with window.opener Access,Extrinsic-C,Medium
1023,Incomplete Comparison with Missing Factors,Extrinsic-M or Extrinsic-U,??
1024,Comparison of Incompatible Types,??,??
1025,Comparison Using Wrong Factors,??,??
1037,Processor Optimization Removal or Modification of Security-critical Code,Extrinsic-I,High
1038,Insecure Automated Optimizations,Extrinsic-I,High
1039,Automated Recognition Mechanism with Inadequate Detection or Handling of Adversarial Input Perturbations,Extrinsic-I,??
1041,Use of Redundant Code,??,??
1042,Static Member Data Element outside of a Singleton Class Element,??,??
1043,Data Element Aggregating an Excessively Large Number of Non-Primitive Elements,??,??
1044,Architecture with Number of Horizontal Layers Outside of Expected Range,??,??
1045,Parent Class with a Virtual Destructor and a Child Class without a Virtual Destructor,??,??
1046,Creation of Immutable Text Using String Concatenation,??,??
1047,Modules with Circular Dependencies,??,??
1048,Invokable Control Element with Large Number of Outward Calls,??,??
1049,Excessive Data Query Operations in a Large Data Table,??,??
1050,Excessive Platform Resource Consumption within a Loop,??,??
1051,Initialization with Hard-Coded Network Resource Configuration Data,??,??
1052,Excessive Use of Hard-Coded Literals in Initialization,??,??
1053,Missing Documentation for Design,??,??
1054,Invocation of a Control Element at an Unnecessarily Deep Horizontal Layer,??,??
1055,Multiple Inheritance from Concrete Classes,??,??
1056,Invokable Control Element with Variadic Parameters,??,??
1057,Data Access Operations Outside of Expected Data Manager Component,??,??
1058,Invokable Control Element in Multi-Thread Context with non-Final Static Storable or Member Element,??,??
1059,Incomplete Documentation,??,??
1060,Excessive Number of Inefficient Server-Side Data Accesses,??,??
1061,Insufficient Encapsulation,??,??
1062,Parent Class with References to Child Class,??,??
1063,Creation of Class Instance within a Static Code Block,??,??
1064,Invokable Control Element with Signature Containing an Excessive Number of Parameters,??,??
1065,Runtime Resource Management Control Element in a Component Built to Run on Application Servers,??,??
1066,Missing Serialization Control Element,??,??
1067,Excessive Execution of Sequential Searches of Data Resource,??,??
1068,Inconsistency Between Implementation and Documented Design,??,??
1069,Empty Exception Block,??,??
1070,Serializable Data Element Containing non-Serializable Item Elements,??,??
1071,Empty Code Block,??,??
1072,Data Resource Access without Use of Connection Pooling,??,??
1073,Non-SQL Invokable Control Element with Excessive Number of Data Resource Accesses,??,??
1074,Class with Excessively Deep Inheritance,??,??
1075,Unconditional Control Flow Transfer outside of Switch Block,??,??
1076,Insufficient Adherence to Expected Conventions,??,??
1077,Floating Point Comparison with Incorrect Operator,??,??
1078,Inappropriate Source Code Style or Formatting,??,??
1079,Parent Class without Virtual Destructor Method,??,??
1080,Source Code File with Excessive Number of Lines of Code,??,??
1082,Class Instance Self Destruction Control Element,??,??
1083,Data Access from Outside Expected Data Manager Component,??,??
1084,Invokable Control Element with Excessive File or Data Access Operations,??,??
1085,Invokable Control Element with Excessive Volume of Commented-out Code,??,??
1086,Class with Excessive Number of Child Classes,??,??
1087,Class with Virtual Method without a Virtual Destructor,??,??
1088,Synchronous Access of Remote Resource without Timeout,??,??
1089,Large Data Table with Excessive Number of Indices,??,??
1090,Method Containing Access of a Member Element from Another Class,??,??
1091,Use of Object without Invoking Destructor Method,??,??
1092,Use of Same Invokable Control Element in Multiple Architectural Layers,??,??
1093,Excessively Complex Data Representation,??,??
1094,Excessive Index Range Scan for a Data Resource,??,??
1095,Loop Condition Value Update within the Loop,??,??
1096,Singleton Class Instance Creation without Proper Locking or Synchronization,??,??
1097,Persistent Storable Data Element without Associated Comparison Control Element,??,??
1098,Data Element containing Pointer Item without Proper Copy Control Element,??,??
1099,Inconsistent Naming Conventions for Identifiers,??,??
1100,Insufficient Isolation of System-Dependent Functions,??,??
1101,Reliance on Runtime Component in Generated Code,??,??
1102,Reliance on Machine-Dependent Data Representation,??,??
1103,Use of Platform-Dependent Third Party Components,??,??
